394.999,518.997
371.999,517.997
419.999,514.997
349.999,510.997
440.999,504.997
328.999,500.997
456.999,491.997
309.999,487.997
468.999,471.997
294.999,469.997
91.999,468.997
107.999,468.997
124.999,462.997
77.999,460.997
87.999,451.997
102.999,451.997
473.999,451.997
283.999,448.997
71.999,446.997
136.999,446.997
114.999,442.997
201.999,440.997
221.999,436.997
470.999,430.997
273.999,429.997
142.999,427.997
121.999,426.997
205.999,426.997
187.999,423.997
232.999,418.997
505.999,414.997
215.999,411.997
269.999,408.997
462.999,408.997
120.999,407.997
145.999,407.997
522.999,405.997
233.999,395.997
507.999,393.997
211.999,391.997
451.999,390.997
144.999,387.997
269.999,387.997
116.999,386.997
525.999,384.997
495.999,378.997
433.999,376.997
231.999,374.997
202.999,371.997
480.999,368.997
141.999,365.997
514.999,365.997
111.999,364.997
265.999,364.997
460.999,364.997
420.999,363.997
230.999,353.997
444.999,351.997
495.999,351.997
195.999,347.997
408.999,347.997
296.999,344.997
108.999,343.997
139.999,342.997
478.999,342.997
593.999,341.997
263.999,340.997
282.999,338.997
348.999,337.997
241.999,336.997
333.999,333.997
432.999,332.997
459.999,332.997
361.999,330.997
167.999,329.997
300.999,328.997
146.999,327.997
400.999,327.997
275.999,325.997
588.999,325.997
106.999,324.997
602.999,324.997
129.999,323.997
254.999,323.997
193.999,321.997
327.999,320.997
453.999,317.997
538.999,317.997
555.999,317.997
287.999,316.997
359.999,316.997
159.999,315.997
419.999,315.997
520.999,314.997
575.999,314.997
92.999,313.997
402.999,311.997
505.999,307.997
595.999,307.997
204.999,306.997
127.999,304.997
242.999,304.997
331.999,304.997
147.999,303.997
225.499,296.997
74.999,300.997
348.999,300.998
447.999,299.997
109.999,298.997
582.999,296.997
563.999,294.997
546.999,292.997
157.999,290.997
490.999,290.997
526.999,289.997
63.999,283.997
173.999,282.997
212.999,281.997
441.999,281.997
114.999,280.997
192.999,279.997
480.499,273.999
97.999,277.997
511.999,274.997
465.999,266.997
427.999,265.997
56.999,264.997
121.999,262.997
500.999,258.997
387.999,257.997
223.999,256.997
409.999,254.997
457.999,251.997
95.999,249.997
486.999,249.997
132.999,247.997
55.999,244.997
442.999,240.997
515.999,240.997
146.999,237.997
285.999,236.997
405.999,236.997
424.999,235.997
211.999,234.997
496.999,232.997
162.999,228.997
102.999,225.997
476.999,225.997
56.999,224.997
182.999,222.997
524.999,220.997
197.999,218.997
291.999,218.997
354.999,216.997
275.999,211.997
464.999,210.997
494.999,210.997
363.999,201.997
118.999,206.997
61.999,205.997
184.999,205.997
525.999,199.997
162.999,197.997
449.999,197.997
139.999,196.997
298.999,195.997
380.999,195.997
260.999,193.997
426.999,191.997
486.999,191.997
400.999,189.997
69.999,186.997
371.999,178.997
515.999,176.997
309.999,175.997
242.999,174.997
473.999,171.997
82.999,170.997
394.999,163.997
217.999,160.997
99.999,157.997
447.999,156.997
421.999,155.997
326.999,154.997
504.999,153.997
189.999,150.997
119.999,149.997
164.999,144.997
139.999,143.997
347.999,136.997
484.999,134.997
371.999,124.997
456.999,121.997
396.999,115.997
427.999,114.997
