1,120,394.999,518.997
2,120,371.999,517.997
3,120,419.999,514.997
4,120,349.999,510.997
5,120,440.999,504.997
6,120,328.999,500.997
7,120,456.999,491.997
8,120,309.999,487.997
9,120,468.999,471.997
10,120,294.999,469.997
11,120,91.999,468.997
12,120,107.999,468.997
13,120,124.999,462.997
14,120,77.999,460.997
15,120,87.999,451.997
16,120,102.999,451.997
17,120,473.999,451.997
18,120,283.999,448.997
19,120,71.999,446.997
20,120,136.999,446.997
21,120,114.999,442.997
22,120,201.999,440.997
23,120,221.999,436.997
24,120,470.999,430.997
25,120,273.999,429.997
26,120,142.999,427.997
27,120,121.999,426.997
28,120,205.999,426.997
29,120,187.999,423.997
30,120,232.999,418.997
31,120,505.999,414.997
32,120,215.999,411.997
33,120,269.999,408.997
34,120,462.999,408.997
35,120,120.999,407.997
36,120,145.999,407.997
37,120,522.999,405.997
38,120,233.999,395.997
39,120,507.999,393.997
40,120,211.999,391.997
41,120,451.999,390.997
42,120,144.999,387.997
43,120,269.999,387.997
44,120,116.999,386.997
45,120,525.999,384.997
46,120,495.999,378.997
47,120,433.999,376.997
48,120,231.999,374.997
49,120,202.999,371.997
50,120,480.999,368.997
51,120,141.999,365.997
52,120,514.999,365.997
53,120,111.999,364.997
54,120,265.999,364.997
55,120,460.999,364.997
56,120,420.999,363.997
57,120,230.999,353.997
58,120,444.999,351.997
59,120,495.999,351.997
60,120,195.999,347.997
61,120,408.999,347.997
62,120,296.999,344.997
63,120,108.999,343.997
64,120,139.999,342.997
65,120,478.999,342.997
66,120,593.999,341.997
67,120,263.999,340.997
68,120,282.999,338.997
69,120,348.999,337.997
70,120,241.999,336.997
71,120,333.999,333.997
72,120,432.999,332.997
73,120,459.999,332.997
74,120,361.999,330.997
75,120,167.999,329.997
76,120,300.999,328.997
77,120,146.999,327.997
78,120,400.999,327.997
79,120,275.999,325.997
80,120,588.999,325.997
81,120,106.999,324.997
82,120,602.999,324.997
83,120,129.999,323.997
84,120,254.999,323.997
85,120,193.999,321.997
86,120,327.999,320.997
87,120,453.999,317.997
88,120,538.999,317.997
89,120,555.999,317.997
90,120,287.999,316.997
91,120,359.999,316.997
92,120,159.999,315.997
93,120,419.999,315.997
94,120,520.999,314.997
95,120,575.999,314.997
96,120,92.999,313.997
97,120,402.999,311.997
98,120,505.999,307.997
99,120,595.999,307.997
100,120,204.999,306.997
101,120,127.999,304.997
102,120,242.999,304.997
103,120,331.999,304.997
104,120,147.999,303.997
105,240,225.499,296.997
106,120,74.999,300.997
107,120,348.999,300.998
108,120,447.999,299.997
109,120,109.999,298.997
110,120,582.999,296.997
111,120,563.999,294.997
112,120,546.999,292.997
113,120,157.999,290.997
114,120,490.999,290.997
115,120,526.999,289.997
116,120,63.999,283.997
117,120,173.999,282.997
118,120,212.999,281.997
119,120,441.999,281.997
120,120,114.999,280.997
121,120,192.999,279.997
122,232,480.499,273.999
123,120,97.999,277.997
124,120,511.999,274.997
125,120,465.999,266.997
126,120,427.999,265.997
127,120,56.999,264.997
128,120,121.999,262.997
129,120,500.999,258.997
130,120,387.999,257.997
131,120,223.999,256.997
132,120,409.999,254.997
133,120,457.999,251.997
134,120,95.999,249.997
135,120,486.999,249.997
136,120,132.999,247.997
137,120,55.999,244.997
138,120,442.999,240.997
139,120,515.999,240.997
140,120,146.999,237.997
141,120,285.999,236.997
142,120,405.999,236.997
143,120,424.999,235.997
144,120,211.999,234.997
145,120,496.999,232.997
146,120,162.999,228.997
147,120,102.999,225.997
148,120,476.999,225.997
149,120,56.999,224.997
150,120,182.999,222.997
151,120,524.999,220.997
152,120,197.999,218.997
153,120,291.999,218.997
154,120,354.999,216.997
155,120,275.999,211.997
156,120,464.999,210.997
157,120,494.999,210.997
158,240,363.999,201.997
159,120,118.999,206.997
160,120,61.999,205.997
161,120,184.999,205.997
162,120,525.999,199.997
163,120,162.999,197.997
164,120,449.999,197.997
165,120,139.999,196.997
166,120,298.999,195.997
167,120,380.999,195.997
168,120,260.999,193.997
169,120,426.999,191.997
170,120,486.999,191.997
171,120,400.999,189.997
172,120,69.999,186.997
173,120,371.999,178.997
174,120,515.999,176.997
175,120,309.999,175.997
176,120,242.999,174.997
177,120,473.999,171.997
178,120,82.999,170.997
179,120,394.999,163.997
180,120,217.999,160.997
181,120,99.999,157.997
182,120,447.999,156.997
183,120,421.999,155.997
184,120,326.999,154.997
185,120,504.999,153.997
186,120,189.999,150.997
187,120,119.999,149.997
188,120,164.999,144.997
189,120,139.999,143.997
190,120,347.999,136.997
191,120,484.999,134.997
192,120,371.999,124.997
193,120,456.999,121.997
194,120,396.999,115.997
195,120,427.999,114.997
